path,scenes,raw_scenes
results/honest/C3F6eJUMTmT_2024-02-08_16-01-16_UTC_1,"[(0.0, 0.767), (0.767, 1.4), (1.4, 1.933), (1.933, 2.467), (2.467, 3.1), (3.1, 3.533), (3.533, 4.167), (4.167, 5.667), (5.667, 6.3), (6.3, 7.0), (7.0, 7.567), (7.567, 8.233), (8.233, 8.7), (8.7, 9.367), (9.367, 11.1), (11.1, 12.0), (12.0, 13.2), (13.2, 14.1), (14.1, 15.933), (15.933, 16.633), (16.633, 17.367), (17.367, 18.133), (18.133, 19.6), (19.6, 20.3), (20.3, 21.1), (21.1, 22.167), (22.167, 22.9), (22.9, 24.167), (24.167, 25.8), (25.8, 27.2), (27.2, 28.233), (28.233, 29.2), (29.2, 33.2), (33.2, 35.433), (35.433, 36.267), (36.267, 37.333), (37.333, 38.0), (38.0, 38.6), (38.6, 39.633), (39.633, 40.533), (40.533, 41.533), (41.533, 42.4), (42.4, 43.333), (43.333, 44.0), (44.0, 44.933), (44.933, 46.633), (46.633, 47.067), (47.067, 47.7), (47.7, 48.6)]","[('00:00:00.000', '00:00:00.767'), ('00:00:00.767', '00:00:01.400'), ('00:00:01.400', '00:00:01.933'), ('00:00:01.933', '00:00:02.467'), ('00:00:02.467', '00:00:03.100'), ('00:00:03.100', '00:00:03.533'), ('00:00:03.533', '00:00:04.167'), ('00:00:04.167', '00:00:05.667'), ('00:00:05.667', '00:00:06.300'), ('00:00:06.300', '00:00:07.000'), ('00:00:07.000', '00:00:07.567'), ('00:00:07.567', '00:00:08.233'), ('00:00:08.233', '00:00:08.700'), ('00:00:08.700', '00:00:09.367'), ('00:00:09.367', '00:00:11.100'), ('00:00:11.100', '00:00:12.000'), ('00:00:12.000', '00:00:13.200'), ('00:00:13.200', '00:00:14.100'), ('00:00:14.100', '00:00:15.933'), ('00:00:15.933', '00:00:16.633'), ('00:00:16.633', '00:00:17.367'), ('00:00:17.367', '00:00:18.133'), ('00:00:18.133', '00:00:19.600'), ('00:00:19.600', '00:00:20.300'), ('00:00:20.300', '00:00:21.100'), ('00:00:21.100', '00:00:22.167'), ('00:00:22.167', '00:00:22.900'), ('00:00:22.900', '00:00:24.167'), ('00:00:24.167', '00:00:25.800'), ('00:00:25.800', '00:00:27.200'), ('00:00:27.200', '00:00:28.233'), ('00:00:28.233', '00:00:29.200'), ('00:00:29.200', '00:00:33.200'), ('00:00:33.200', '00:00:35.433'), ('00:00:35.433', '00:00:36.267'), ('00:00:36.267', '00:00:37.333'), ('00:00:37.333', '00:00:38.000'), ('00:00:38.000', '00:00:38.600'), ('00:00:38.600', '00:00:39.633'), ('00:00:39.633', '00:00:40.533'), ('00:00:40.533', '00:00:41.533'), ('00:00:41.533', '00:00:42.400'), ('00:00:42.400', '00:00:43.333'), ('00:00:43.333', '00:00:44.000'), ('00:00:44.000', '00:00:44.933'), ('00:00:44.933', '00:00:46.633'), ('00:00:46.633', '00:00:47.067'), ('00:00:47.067', '00:00:47.700'), ('00:00:47.700', '00:00:48.600')]"
results/honest/C__xV9Gyls3_2024-09-16_23-30-36_UTC,"[(0.0, 0.667), (0.667, 1.8), (1.8, 2.733), (2.733, 4.5), (4.5, 5.533), (5.533, 8.167), (8.167, 9.233), (9.233, 11.3), (11.3, 14.9), (14.9, 16.867), (16.867, 17.7), (17.7, 18.567), (18.567, 20.333), (20.333, 21.233), (21.233, 25.267), (25.267, 28.767), (28.767, 31.433), (31.433, 36.233), (36.233, 36.533)]","[('00:00:00.000', '00:00:00.667'), ('00:00:00.667', '00:00:01.800'), ('00:00:01.800', '00:00:02.733'), ('00:00:02.733', '00:00:04.500'), ('00:00:04.500', '00:00:05.533'), ('00:00:05.533', '00:00:08.167'), ('00:00:08.167', '00:00:09.233'), ('00:00:09.233', '00:00:11.300'), ('00:00:11.300', '00:00:14.900'), ('00:00:14.900', '00:00:16.867'), ('00:00:16.867', '00:00:17.700'), ('00:00:17.700', '00:00:18.567'), ('00:00:18.567', '00:00:20.333'), ('00:00:20.333', '00:00:21.233'), ('00:00:21.233', '00:00:25.267'), ('00:00:25.267', '00:00:28.767'), ('00:00:28.767', '00:00:31.433'), ('00:00:31.433', '00:00:36.233'), ('00:00:36.233', '00:00:36.533')]"
results/honest/C-3kELxSbx9_2024-08-19_22-26-52_UTC,"[(0.0, 1.433), (1.433, 3.367), (3.367, 4.567), (4.567, 6.0), (6.0, 7.633), (7.633, 8.967), (8.967, 9.933), (9.933, 11.433), (11.433, 13.067), (13.067, 14.7), (14.7, 16.233), (16.233, 17.433), (17.433, 19.433), (19.433, 20.4), (20.4, 21.6), (21.6, 23.3), (23.3, 25.067), (25.067, 26.333), (26.333, 27.6), (27.6, 29.833), (29.833, 31.133), (31.133, 32.5), (32.5, 33.933), (33.933, 35.667), (35.667, 36.933), (36.933, 38.267)]","[('00:00:00.000', '00:00:01.433'), ('00:00:01.433', '00:00:03.367'), ('00:00:03.367', '00:00:04.567'), ('00:00:04.567', '00:00:06.000'), ('00:00:06.000', '00:00:07.633'), ('00:00:07.633', '00:00:08.967'), ('00:00:08.967', '00:00:09.933'), ('00:00:09.933', '00:00:11.433'), ('00:00:11.433', '00:00:13.067'), ('00:00:13.067', '00:00:14.700'), ('00:00:14.700', '00:00:16.233'), ('00:00:16.233', '00:00:17.433'), ('00:00:17.433', '00:00:19.433'), ('00:00:19.433', '00:00:20.400'), ('00:00:20.400', '00:00:21.600'), ('00:00:21.600', '00:00:23.300'), ('00:00:23.300', '00:00:25.067'), ('00:00:25.067', '00:00:26.333'), ('00:00:26.333', '00:00:27.600'), ('00:00:27.600', '00:00:29.833'), ('00:00:29.833', '00:00:31.133'), ('00:00:31.133', '00:00:32.500'), ('00:00:32.500', '00:00:33.933'), ('00:00:33.933', '00:00:35.667'), ('00:00:35.667', '00:00:36.933'), ('00:00:36.933', '00:00:38.267')]"
results/honest/C5dvPsPuj-u_2024-04-07_15-08-38_UTC,"[(0.0, 0.933), (0.933, 2.033), (2.033, 2.767), (2.767, 3.4), (3.4, 4.5), (4.5, 5.367), (5.367, 5.9), (5.9, 6.7), (6.7, 7.133), (7.133, 7.6), (7.6, 8.133), (8.133, 8.8), (8.8, 10.4), (10.4, 11.4)]","[('00:00:00.000', '00:00:00.933'), ('00:00:00.933', '00:00:02.033'), ('00:00:02.033', '00:00:02.767'), ('00:00:02.767', '00:00:03.400'), ('00:00:03.400', '00:00:04.500'), ('00:00:04.500', '00:00:05.367'), ('00:00:05.367', '00:00:05.900'), ('00:00:05.900', '00:00:06.700'), ('00:00:06.700', '00:00:07.133'), ('00:00:07.133', '00:00:07.600'), ('00:00:07.600', '00:00:08.133'), ('00:00:08.133', '00:00:08.800'), ('00:00:08.800', '00:00:10.400'), ('00:00:10.400', '00:00:11.400')]"
results/honest/C-Tkr4oJApf_2024-08-05_22-59-51_UTC,"[(0.0, 1.233), (1.233, 3.267), (3.267, 5.2), (5.2, 6.867), (6.867, 9.2), (9.2, 10.567), (10.567, 11.833), (11.833, 14.567), (14.567, 16.367), (16.367, 16.967), (16.967, 18.433), (18.433, 20.633), (20.633, 24.5), (24.5, 26.1), (26.1, 27.433), (27.433, 28.267), (28.267, 31.3), (31.3, 35.367), (35.367, 36.433)]","[('00:00:00.000', '00:00:01.233'), ('00:00:01.233', '00:00:03.267'), ('00:00:03.267', '00:00:05.200'), ('00:00:05.200', '00:00:06.867'), ('00:00:06.867', '00:00:09.200'), ('00:00:09.200', '00:00:10.567'), ('00:00:10.567', '00:00:11.833'), ('00:00:11.833', '00:00:14.567'), ('00:00:14.567', '00:00:16.367'), ('00:00:16.367', '00:00:16.967'), ('00:00:16.967', '00:00:18.433'), ('00:00:18.433', '00:00:20.633'), ('00:00:20.633', '00:00:24.500'), ('00:00:24.500', '00:00:26.100'), ('00:00:26.100', '00:00:27.433'), ('00:00:27.433', '00:00:28.267'), ('00:00:28.267', '00:00:31.300'), ('00:00:31.300', '00:00:35.367'), ('00:00:35.367', '00:00:36.433')]"
results/honest/C__pzQhpr1M_2024-09-16_22-23-00_UTC_1,"[(0.0, 2.6), (2.6, 3.467), (3.467, 6.533), (6.533, 9.6), (9.6, 11.4), (11.4, 14.367), (14.367, 16.067), (16.067, 17.0), (17.0, 18.433), (18.433, 19.233), (19.233, 19.933), (19.933, 20.967), (20.967, 21.533), (21.533, 23.0), (23.0, 25.333), (25.333, 26.367), (26.367, 27.6), (27.6, 30.6), (30.6, 32.4), (32.4, 37.3)]","[('00:00:00.000', '00:00:02.600'), ('00:00:02.600', '00:00:03.467'), ('00:00:03.467', '00:00:06.533'), ('00:00:06.533', '00:00:09.600'), ('00:00:09.600', '00:00:11.400'), ('00:00:11.400', '00:00:14.367'), ('00:00:14.367', '00:00:16.067'), ('00:00:16.067', '00:00:17.000'), ('00:00:17.000', '00:00:18.433'), ('00:00:18.433', '00:00:19.233'), ('00:00:19.233', '00:00:19.933'), ('00:00:19.933', '00:00:20.967'), ('00:00:20.967', '00:00:21.533'), ('00:00:21.533', '00:00:23.000'), ('00:00:23.000', '00:00:25.333'), ('00:00:25.333', '00:00:26.367'), ('00:00:26.367', '00:00:27.600'), ('00:00:27.600', '00:00:30.600'), ('00:00:30.600', '00:00:32.400'), ('00:00:32.400', '00:00:37.300')]"
results/honest/C7HbfzpuQW-_2024-05-18_16-13-18_UTC_1,"[(0.0, 12.607), (12.607, 14.25), (14.25, 15.643), (15.643, 27.179), (27.179, 34.214)]","[('00:00:00.000', '00:00:12.607'), ('00:00:12.607', '00:00:14.250'), ('00:00:14.250', '00:00:15.643'), ('00:00:15.643', '00:00:27.179'), ('00:00:27.179', '00:00:34.214')]"
results/honest/C9Vs2BpvGl9_2024-07-12_22-16-49_UTC,"[(0.0, 1.567), (1.567, 2.867), (2.867, 4.533), (4.533, 5.533), (5.533, 7.2), (7.2, 7.933), (7.933, 9.4), (9.4, 11.167), (11.167, 11.967), (11.967, 12.933), (12.933, 14.1), (14.1, 15.2), (15.2, 16.0), (16.0, 16.7), (16.7, 17.233), (17.233, 23.0), (23.0, 24.2), (24.2, 24.8), (24.8, 26.733), (26.733, 27.3), (27.3, 28.067), (28.067, 30.367), (30.367, 30.867), (30.867, 32.3), (32.3, 35.833), (35.833, 37.0), (37.0, 38.767), (38.767, 39.6), (39.6, 40.433), (40.433, 41.9)]","[('00:00:00.000', '00:00:01.567'), ('00:00:01.567', '00:00:02.867'), ('00:00:02.867', '00:00:04.533'), ('00:00:04.533', '00:00:05.533'), ('00:00:05.533', '00:00:07.200'), ('00:00:07.200', '00:00:07.933'), ('00:00:07.933', '00:00:09.400'), ('00:00:09.400', '00:00:11.167'), ('00:00:11.167', '00:00:11.967'), ('00:00:11.967', '00:00:12.933'), ('00:00:12.933', '00:00:14.100'), ('00:00:14.100', '00:00:15.200'), ('00:00:15.200', '00:00:16.000'), ('00:00:16.000', '00:00:16.700'), ('00:00:16.700', '00:00:17.233'), ('00:00:17.233', '00:00:23.000'), ('00:00:23.000', '00:00:24.200'), ('00:00:24.200', '00:00:24.800'), ('00:00:24.800', '00:00:26.733'), ('00:00:26.733', '00:00:27.300'), ('00:00:27.300', '00:00:28.067'), ('00:00:28.067', '00:00:30.367'), ('00:00:30.367', '00:00:30.867'), ('00:00:30.867', '00:00:32.300'), ('00:00:32.300', '00:00:35.833'), ('00:00:35.833', '00:00:37.000'), ('00:00:37.000', '00:00:38.767'), ('00:00:38.767', '00:00:39.600'), ('00:00:39.600', '00:00:40.433'), ('00:00:40.433', '00:00:41.900')]"
results/honest/C9ugVHiuE7H_2024-07-22_13-28-43_UTC,"[(0.0, 1.067), (1.067, 1.833), (1.833, 2.7), (2.7, 3.133), (3.133, 4.0), (4.0, 4.7), (4.7, 5.133), (5.133, 5.933), (5.933, 6.4), (6.4, 6.833), (6.833, 7.733), (7.733, 8.8), (8.8, 9.3), (9.3, 10.167), (10.167, 11.033), (11.033, 11.667), (11.667, 12.6)]","[('00:00:00.000', '00:00:01.067'), ('00:00:01.067', '00:00:01.833'), ('00:00:01.833', '00:00:02.700'), ('00:00:02.700', '00:00:03.133'), ('00:00:03.133', '00:00:04.000'), ('00:00:04.000', '00:00:04.700'), ('00:00:04.700', '00:00:05.133'), ('00:00:05.133', '00:00:05.933'), ('00:00:05.933', '00:00:06.400'), ('00:00:06.400', '00:00:06.833'), ('00:00:06.833', '00:00:07.733'), ('00:00:07.733', '00:00:08.800'), ('00:00:08.800', '00:00:09.300'), ('00:00:09.300', '00:00:10.167'), ('00:00:10.167', '00:00:11.033'), ('00:00:11.033', '00:00:11.667'), ('00:00:11.667', '00:00:12.600')]"
results/honest/C3blRYlg7cY_2024-02-17_01-59-31_UTC_1,"[(0.0, 1.872), (1.872, 3.595), (3.595, 5.991), (5.991, 7.489), (7.489, 9.436), (9.436, 10.559), (10.559, 12.394), (12.394, 13.18), (13.18, 13.967), (13.967, 14.678), (14.678, 15.614), (15.614, 16.363), (16.363, 16.962), (16.962, 17.599), (17.599, 18.423), (18.423, 19.471), (19.471, 20.37), (20.37, 21.343), (21.343, 21.942), (21.942, 22.467), (22.467, 24.826), (24.826, 25.799), (25.799, 27.222), (27.222, 28.682), (28.682, 29.768), (29.768, 31.154), (31.154, 32.277), (32.277, 33.438), (33.438, 35.31), (35.31, 37.145), (37.145, 38.418)]","[('00:00:00.000', '00:00:01.872'), ('00:00:01.872', '00:00:03.595'), ('00:00:03.595', '00:00:05.991'), ('00:00:05.991', '00:00:07.489'), ('00:00:07.489', '00:00:09.436'), ('00:00:09.436', '00:00:10.559'), ('00:00:10.559', '00:00:12.394'), ('00:00:12.394', '00:00:13.180'), ('00:00:13.180', '00:00:13.967'), ('00:00:13.967', '00:00:14.678'), ('00:00:14.678', '00:00:15.614'), ('00:00:15.614', '00:00:16.363'), ('00:00:16.363', '00:00:16.962'), ('00:00:16.962', '00:00:17.599'), ('00:00:17.599', '00:00:18.423'), ('00:00:18.423', '00:00:19.471'), ('00:00:19.471', '00:00:20.370'), ('00:00:20.370', '00:00:21.343'), ('00:00:21.343', '00:00:21.942'), ('00:00:21.942', '00:00:22.467'), ('00:00:22.467', '00:00:24.826'), ('00:00:24.826', '00:00:25.799'), ('00:00:25.799', '00:00:27.222'), ('00:00:27.222', '00:00:28.682'), ('00:00:28.682', '00:00:29.768'), ('00:00:29.768', '00:00:31.154'), ('00:00:31.154', '00:00:32.277'), ('00:00:32.277', '00:00:33.438'), ('00:00:33.438', '00:00:35.310'), ('00:00:35.310', '00:00:37.145'), ('00:00:37.145', '00:00:38.418')]"
results/honest/C-vk3Z0uQv__2024-08-16_19-59-35_UTC_1,"[(0.0, 1.202), (1.202, 2.904), (2.904, 3.939), (3.939, 4.974), (4.974, 6.91), (6.91, 8.546), (8.546, 9.514), (9.514, 11.35), (11.35, 12.418), (12.418, 13.32), (13.32, 14.388), (14.388, 17.259), (17.259, 18.561), (18.561, 19.495), (19.495, 20.53), (20.53, 21.865), (21.865, 23.401), (23.401, 25.337), (25.337, 26.339), (26.339, 28.175), (28.175, 29.677), (29.677, 30.812), (30.812, 31.246), (31.246, 32.08)]","[('00:00:00.000', '00:00:01.202'), ('00:00:01.202', '00:00:02.904'), ('00:00:02.904', '00:00:03.939'), ('00:00:03.939', '00:00:04.974'), ('00:00:04.974', '00:00:06.910'), ('00:00:06.910', '00:00:08.546'), ('00:00:08.546', '00:00:09.514'), ('00:00:09.514', '00:00:11.350'), ('00:00:11.350', '00:00:12.418'), ('00:00:12.418', '00:00:13.320'), ('00:00:13.320', '00:00:14.388'), ('00:00:14.388', '00:00:17.259'), ('00:00:17.259', '00:00:18.561'), ('00:00:18.561', '00:00:19.495'), ('00:00:19.495', '00:00:20.530'), ('00:00:20.530', '00:00:21.865'), ('00:00:21.865', '00:00:23.401'), ('00:00:23.401', '00:00:25.337'), ('00:00:25.337', '00:00:26.339'), ('00:00:26.339', '00:00:28.175'), ('00:00:28.175', '00:00:29.677'), ('00:00:29.677', '00:00:30.812'), ('00:00:30.812', '00:00:31.246'), ('00:00:31.246', '00:00:32.080')]"
results/honest/C5RJLagLDOB_2024-04-02_17-53-47_UTC_1,"[(0.0, 3.833), (3.833, 6.833), (6.833, 17.7), (17.7, 19.967)]","[('00:00:00.000', '00:00:03.833'), ('00:00:03.833', '00:00:06.833'), ('00:00:06.833', '00:00:17.700'), ('00:00:17.700', '00:00:19.967')]"
results/honest/Cz98vlUM7PN_2023-11-23_00-13-19_UTC,"[(0.0, 1.433), (1.433, 3.533), (3.533, 4.4), (4.4, 7.333), (7.333, 7.867), (7.867, 8.967), (8.967, 9.967), (9.967, 11.667), (11.667, 13.033)]","[('00:00:00.000', '00:00:01.433'), ('00:00:01.433', '00:00:03.533'), ('00:00:03.533', '00:00:04.400'), ('00:00:04.400', '00:00:07.333'), ('00:00:07.333', '00:00:07.867'), ('00:00:07.867', '00:00:08.967'), ('00:00:08.967', '00:00:09.967'), ('00:00:09.967', '00:00:11.667'), ('00:00:11.667', '00:00:13.033')]"
results/honest/C-n6rWzyQzZ_2024-08-13_20-37-36_UTC,"[(0.0, 3.8), (3.8, 7.4), (7.4, 8.233), (8.233, 9.033), (9.033, 11.567), (11.567, 14.567), (14.567, 15.5), (15.5, 16.2), (16.2, 18.1), (18.1, 18.867), (18.867, 19.567), (19.567, 20.9), (20.9, 26.867), (26.867, 28.567), (28.567, 29.6), (29.6, 30.3), (30.3, 31.0), (31.0, 31.7), (31.7, 32.933), (32.933, 34.267), (34.267, 35.567), (35.567, 36.333)]","[('00:00:00.000', '00:00:03.800'), ('00:00:03.800', '00:00:07.400'), ('00:00:07.400', '00:00:08.233'), ('00:00:08.233', '00:00:09.033'), ('00:00:09.033', '00:00:11.567'), ('00:00:11.567', '00:00:14.567'), ('00:00:14.567', '00:00:15.500'), ('00:00:15.500', '00:00:16.200'), ('00:00:16.200', '00:00:18.100'), ('00:00:18.100', '00:00:18.867'), ('00:00:18.867', '00:00:19.567'), ('00:00:19.567', '00:00:20.900'), ('00:00:20.900', '00:00:26.867'), ('00:00:26.867', '00:00:28.567'), ('00:00:28.567', '00:00:29.600'), ('00:00:29.600', '00:00:30.300'), ('00:00:30.300', '00:00:31.000'), ('00:00:31.000', '00:00:31.700'), ('00:00:31.700', '00:00:32.933'), ('00:00:32.933', '00:00:34.267'), ('00:00:34.267', '00:00:35.567'), ('00:00:35.567', '00:00:36.333')]"
results/honest/C9umSZnOhje_2024-07-22_14-20-39_UTC,"[(0.0, 17.633), (17.633, 22.467)]","[('00:00:00.000', '00:00:17.633'), ('00:00:17.633', '00:00:22.467')]"
results/honest/C2--VsQgp6-_2024-02-05_23-18-51_UTC_1,"[(0.0, 3.1), (3.1, 3.7), (3.7, 4.5), (4.5, 5.733), (5.733, 6.367), (6.367, 7.0), (7.0, 7.7), (7.7, 8.4), (8.4, 9.167), (9.167, 9.8), (9.8, 10.433), (10.433, 11.067), (11.067, 11.7), (11.7, 13.067), (13.067, 13.733), (13.733, 18.733), (18.733, 19.867), (19.867, 22.067), (22.067, 24.4), (24.4, 31.4)]","[('00:00:00.000', '00:00:03.100'), ('00:00:03.100', '00:00:03.700'), ('00:00:03.700', '00:00:04.500'), ('00:00:04.500', '00:00:05.733'), ('00:00:05.733', '00:00:06.367'), ('00:00:06.367', '00:00:07.000'), ('00:00:07.000', '00:00:07.700'), ('00:00:07.700', '00:00:08.400'), ('00:00:08.400', '00:00:09.167'), ('00:00:09.167', '00:00:09.800'), ('00:00:09.800', '00:00:10.433'), ('00:00:10.433', '00:00:11.067'), ('00:00:11.067', '00:00:11.700'), ('00:00:11.700', '00:00:13.067'), ('00:00:13.067', '00:00:13.733'), ('00:00:13.733', '00:00:18.733'), ('00:00:18.733', '00:00:19.867'), ('00:00:19.867', '00:00:22.067'), ('00:00:22.067', '00:00:24.400'), ('00:00:24.400', '00:00:31.400')]"
results/honest/C2Ir_P-OOYf_2024-01-15_21-19-15_UTC_1,"[(0.0, 1.4), (1.4, 1.967), (1.967, 2.667), (2.667, 3.1), (3.1, 3.933), (3.933, 4.767), (4.767, 5.667), (5.667, 6.633), (6.633, 7.6), (7.6, 8.633)]","[('00:00:00.000', '00:00:01.400'), ('00:00:01.400', '00:00:01.967'), ('00:00:01.967', '00:00:02.667'), ('00:00:02.667', '00:00:03.100'), ('00:00:03.100', '00:00:03.933'), ('00:00:03.933', '00:00:04.767'), ('00:00:04.767', '00:00:05.667'), ('00:00:05.667', '00:00:06.633'), ('00:00:06.633', '00:00:07.600'), ('00:00:07.600', '00:00:08.633')]"
results/honest/C3NftnLA4dS_2024-02-11_14-41-07_UTC,"[(0.0, 0.867), (0.867, 1.6), (1.6, 3.0), (3.0, 3.5), (3.5, 6.067), (6.067, 7.867), (7.867, 8.8), (8.8, 11.033), (11.033, 11.633), (11.633, 13.933), (13.933, 15.233), (15.233, 17.367), (17.367, 17.867), (17.867, 18.533), (18.533, 19.1), (19.1, 20.667), (20.667, 21.267), (21.267, 22.267), (22.267, 23.1), (23.1, 23.767), (23.767, 25.4), (25.4, 26.167), (26.167, 27.4), (27.4, 28.533), (28.533, 30.2), (30.2, 30.667), (30.667, 31.233), (31.233, 32.267), (32.267, 33.767), (33.767, 38.867), (38.867, 39.7), (39.7, 40.367), (40.367, 40.933), (40.933, 41.767), (41.767, 42.8), (42.8, 45.233)]","[('00:00:00.000', '00:00:00.867'), ('00:00:00.867', '00:00:01.600'), ('00:00:01.600', '00:00:03.000'), ('00:00:03.000', '00:00:03.500'), ('00:00:03.500', '00:00:06.067'), ('00:00:06.067', '00:00:07.867'), ('00:00:07.867', '00:00:08.800'), ('00:00:08.800', '00:00:11.033'), ('00:00:11.033', '00:00:11.633'), ('00:00:11.633', '00:00:13.933'), ('00:00:13.933', '00:00:15.233'), ('00:00:15.233', '00:00:17.367'), ('00:00:17.367', '00:00:17.867'), ('00:00:17.867', '00:00:18.533'), ('00:00:18.533', '00:00:19.100'), ('00:00:19.100', '00:00:20.667'), ('00:00:20.667', '00:00:21.267'), ('00:00:21.267', '00:00:22.267'), ('00:00:22.267', '00:00:23.100'), ('00:00:23.100', '00:00:23.767'), ('00:00:23.767', '00:00:25.400'), ('00:00:25.400', '00:00:26.167'), ('00:00:26.167', '00:00:27.400'), ('00:00:27.400', '00:00:28.533'), ('00:00:28.533', '00:00:30.200'), ('00:00:30.200', '00:00:30.667'), ('00:00:30.667', '00:00:31.233'), ('00:00:31.233', '00:00:32.267'), ('00:00:32.267', '00:00:33.767'), ('00:00:33.767', '00:00:38.867'), ('00:00:38.867', '00:00:39.700'), ('00:00:39.700', '00:00:40.367'), ('00:00:40.367', '00:00:40.933'), ('00:00:40.933', '00:00:41.767'), ('00:00:41.767', '00:00:42.800'), ('00:00:42.800', '00:00:45.233')]"
results/honest/C_DyMjbP7zA_2024-08-24_16-20-46_UTC_1,"[(0.0, 2.3), (2.3, 3.5), (3.5, 4.633), (4.633, 5.767), (5.767, 6.9), (6.9, 8.733), (8.733, 10.667), (10.667, 11.8), (11.8, 13.6), (13.6, 14.567), (14.567, 15.533), (15.533, 16.333), (16.333, 17.0), (17.0, 17.767), (17.767, 18.667), (18.667, 20.2), (20.2, 22.0), (22.0, 24.4), (24.4, 27.133)]","[('00:00:00.000', '00:00:02.300'), ('00:00:02.300', '00:00:03.500'), ('00:00:03.500', '00:00:04.633'), ('00:00:04.633', '00:00:05.767'), ('00:00:05.767', '00:00:06.900'), ('00:00:06.900', '00:00:08.733'), ('00:00:08.733', '00:00:10.667'), ('00:00:10.667', '00:00:11.800'), ('00:00:11.800', '00:00:13.600'), ('00:00:13.600', '00:00:14.567'), ('00:00:14.567', '00:00:15.533'), ('00:00:15.533', '00:00:16.333'), ('00:00:16.333', '00:00:17.000'), ('00:00:17.000', '00:00:17.767'), ('00:00:17.767', '00:00:18.667'), ('00:00:18.667', '00:00:20.200'), ('00:00:20.200', '00:00:22.000'), ('00:00:22.000', '00:00:24.400'), ('00:00:24.400', '00:00:27.133')]"
results/honest/C-WAF86ygZF_2024-08-06_21-38-49_UTC,"[(0.0, 1.0), (1.0, 1.933), (1.933, 2.667), (2.667, 3.933), (3.933, 4.567), (4.567, 5.3), (5.3, 6.1), (6.1, 6.7), (6.7, 7.3), (7.3, 7.967), (7.967, 8.667), (8.667, 10.133), (10.133, 10.833), (10.833, 11.933), (11.933, 12.533), (12.533, 13.133), (13.133, 13.8), (13.8, 16.533), (16.533, 17.1), (17.1, 18.3), (18.3, 19.2), (19.2, 19.767), (19.767, 20.267), (20.267, 20.8), (20.8, 21.367), (21.367, 22.033), (22.033, 22.567), (22.567, 23.467), (23.467, 24.0), (24.0, 24.567), (24.567, 25.2), (25.2, 25.933), (25.933, 26.467), (26.467, 27.033), (27.033, 27.667), (27.667, 28.2), (28.2, 28.733), (28.733, 29.333), (29.333, 30.467), (30.467, 31.3)]","[('00:00:00.000', '00:00:01.000'), ('00:00:01.000', '00:00:01.933'), ('00:00:01.933', '00:00:02.667'), ('00:00:02.667', '00:00:03.933'), ('00:00:03.933', '00:00:04.567'), ('00:00:04.567', '00:00:05.300'), ('00:00:05.300', '00:00:06.100'), ('00:00:06.100', '00:00:06.700'), ('00:00:06.700', '00:00:07.300'), ('00:00:07.300', '00:00:07.967'), ('00:00:07.967', '00:00:08.667'), ('00:00:08.667', '00:00:10.133'), ('00:00:10.133', '00:00:10.833'), ('00:00:10.833', '00:00:11.933'), ('00:00:11.933', '00:00:12.533'), ('00:00:12.533', '00:00:13.133'), ('00:00:13.133', '00:00:13.800'), ('00:00:13.800', '00:00:16.533'), ('00:00:16.533', '00:00:17.100'), ('00:00:17.100', '00:00:18.300'), ('00:00:18.300', '00:00:19.200'), ('00:00:19.200', '00:00:19.767'), ('00:00:19.767', '00:00:20.267'), ('00:00:20.267', '00:00:20.800'), ('00:00:20.800', '00:00:21.367'), ('00:00:21.367', '00:00:22.033'), ('00:00:22.033', '00:00:22.567'), ('00:00:22.567', '00:00:23.467'), ('00:00:23.467', '00:00:24.000'), ('00:00:24.000', '00:00:24.567'), ('00:00:24.567', '00:00:25.200'), ('00:00:25.200', '00:00:25.933'), ('00:00:25.933', '00:00:26.467'), ('00:00:26.467', '00:00:27.033'), ('00:00:27.033', '00:00:27.667'), ('00:00:27.667', '00:00:28.200'), ('00:00:28.200', '00:00:28.733'), ('00:00:28.733', '00:00:29.333'), ('00:00:29.333', '00:00:30.467'), ('00:00:30.467', '00:00:31.300')]"
results/honest/C3Qqr9OSbLJ_2024-02-12_20-19-14_UTC_1,"[(0.0, 1.9), (1.9, 3.533), (3.533, 5.433), (5.433, 6.833), (6.833, 8.133), (8.133, 9.5), (9.5, 12.033), (12.033, 12.833), (12.833, 15.067), (15.067, 21.833), (21.833, 23.667), (23.667, 26.967), (26.967, 28.233), (28.233, 29.8)]","[('00:00:00.000', '00:00:01.900'), ('00:00:01.900', '00:00:03.533'), ('00:00:03.533', '00:00:05.433'), ('00:00:05.433', '00:00:06.833'), ('00:00:06.833', '00:00:08.133'), ('00:00:08.133', '00:00:09.500'), ('00:00:09.500', '00:00:12.033'), ('00:00:12.033', '00:00:12.833'), ('00:00:12.833', '00:00:15.067'), ('00:00:15.067', '00:00:21.833'), ('00:00:21.833', '00:00:23.667'), ('00:00:23.667', '00:00:26.967'), ('00:00:26.967', '00:00:28.233'), ('00:00:28.233', '00:00:29.800')]"
